ID,Name,FullName,URL,Description,Size(KB),IsFork,Created,Updated,Language,Forks,Topics,Mined,Selected,Manual Check,Reproducible/Simulation,Launch + Config (linked),Notes,Complete:,20
R506,ros2-essentials,j3soon/ros2-essentials,https://github.com/j3soon/ros2-essentials,A repo containing essential ROS2 (Humble) features for controlling Autonomous Mobile Robots (AMRs).,18914,FALSE,2023-08-04T08:21:23Z,2024-07-05T06:32:44Z,C++,3,"['docker', 'docker-compose', 'nav2', 'nvidia-docker', 'robotics', 'ros', 'ros2', 'ros2-humble', 'slam']",yes,no,no,,,,,
R507,ros2-container,entelecheia/ros2-container,https://github.com/entelecheia/ros2-container,ROS2 Container for development and deployment,207,FALSE,2024-04-04T05:26:48Z,2024-06-20T22:40:02Z,Shell,6,"['containers', 'docker', 'doosan-robotics', 'ros', 'ros2', 'ros2-foxy']",yes,no,no,,,,,
R508,ros_pointcloud2,stelzo/ros_pointcloud2,https://github.com/stelzo/ros_pointcloud2,A PointCloud2 message conversion library for ROS1 and ROS2.,225,FALSE,2023-04-25T16:29:27Z,2024-06-24T16:07:16Z,Rust,3,"['pointcloud', 'pointcloud2', 'ros', 'ros1', 'ros2', 'rosrust', 'rust']",yes,no,no,,,,,
R509,roscon_gz_ros2,chapulina/roscon_gz_ros2,https://github.com/chapulina/roscon_gz_ros2,🤖🎥⛰️ Presentation @ ROSCon 2019,75330,FALSE,2019-09-14T20:55:53Z,2020-07-18T23:17:55Z,Python,3,"['gazebo', 'presentation', 'robotics', 'ros', 'ros2', 'simslides', 'simulation', 'slides']",yes,yes,yes,yes,no,,,
R510,cloisim_ros,lge-ros2/cloisim_ros,https://github.com/lge-ros2/cloisim_ros,ROS2 simulation device packages to connect unity based multi-robot simulator CLOisim.,1088,FALSE,2020-04-20T08:53:01Z,2024-07-01T08:40:32Z,C++,5,"['bridge', 'cloisim', 'cloisim-ros', 'device', 'docker', 'foxy', 'multi-robot-simulator', 'robot', 'robotics', 'robotics-simulation', 'ros', 'ros2', 'sensor', 'simulation']",yes,yes,yes,yes,no,Unity simulation.,,
R511,Simulink_PX4_with_ROS2_Tutorial,LiuWhale/Simulink_PX4_with_ROS2_Tutorial,https://github.com/LiuWhale/Simulink_PX4_with_ROS2_Tutorial,Simulink PX4 with ROS2 Tutorial Project,495,FALSE,2022-05-06T07:14:55Z,2024-05-28T06:25:45Z,MATLAB,2,[],yes,no,no,,,,,
R512,ur3_simulink_ros2_ibvs_mpc,zhutianqi2006/ur3_simulink_ros2_ibvs_mpc,https://github.com/zhutianqi2006/ur3_simulink_ros2_ibvs_mpc,,772,FALSE,2023-09-28T11:15:53Z,2024-06-20T07:13:43Z,MATLAB,4,[],yes,no,no,,,,,
R513,ros-typescript-generator,Greenroom-Robotics/ros-typescript-generator,https://github.com/Greenroom-Robotics/ros-typescript-generator,A CLI for generating typescript interfaces and enums from ros messages and services.,830,FALSE,2021-08-10T00:47:34Z,2024-06-01T20:01:56Z,TypeScript,9,"['rcl', 'robotics', 'ros', 'ros2', 'typescript']",yes,no,no,,,,,
R514,andino,Ekumen-OS/andino,https://github.com/Ekumen-OS/andino,Open-source diff drive robot ROS 2 compatible,9954,FALSE,2022-11-10T20:14:49Z,2024-06-23T11:05:51Z,C++,38,"['differential-drive-robot', 'gazebo', 'gazebo-ros', 'gazebosim', 'humble', 'robotics', 'ros', 'ros2', 'ros2-control', 'urdf']",yes,yes,MAYBE,,,,,
R515,ROS2_pick_and_place_UR5,JuoTungChen/ROS2_pick_and_place_UR5,https://github.com/JuoTungChen/ROS2_pick_and_place_UR5,"This repository contains ROS2 packages for controlling a UR5 robot with a Robotiq gripper, facilitating precise pick and place operations using MoveIt and providing a comprehensive toolkit for ROS2-based UR5 manipulation.",21896,FALSE,2023-05-15T18:42:32Z,2024-06-19T02:27:55Z,C++,2,"['actionlib', 'moveit2', 'pickandplace', 'robotiq', 'robotiq-2f-85-gripper', 'robotiq-gripper', 'ros2', 'ros2-galactic', 'ur5-robot', 'urdf-descriptions']",yes,yes,MAYBE,,,,,
R516,UR5e_Vision_Assemble,zitongbai/UR5e_Vision_Assemble,https://github.com/zitongbai/UR5e_Vision_Assemble,Use ROS2 and Gazebo to simulate 2 UR5 assembling objects.,1894,FALSE,2023-10-27T08:58:14Z,2024-07-02T15:43:28Z,C++,3,[],yes,yes,MAYBE,,,,,
R517,RMCS,Alliance-Algorithm/RMCS,https://github.com/Alliance-Algorithm/RMCS,RoboMaster Control System based on ROS2.,10008,FALSE,2023-10-23T05:58:37Z,2024-07-01T15:45:02Z,C++,3,[],yes,no,no,,,,,
R518,ecat_control_ws,veysiadn/ecat_control_ws,https://github.com/veysiadn/ecat_control_ws,ROS2 & EtherCAT based Control Framework,14107,FALSE,2021-12-09T03:52:38Z,2024-06-04T11:49:22Z,C++,2,[],yes,no,no,,,,,
R519,pcl_example,GitRepJo/pcl_example,https://github.com/GitRepJo/pcl_example,A template ROS2 C++ node to test a PCL Pointcloud2 processing,900,FALSE,2022-06-27T06:30:31Z,2024-07-04T12:04:37Z,Python,4,[],yes,yes,MAYBE,,,,,
R520,ros2_full_sensor_suite,NMBURobotics/ros2_full_sensor_suite,https://github.com/NMBURobotics/ros2_full_sensor_suite,,9115,FALSE,2021-08-02T11:07:48Z,2024-04-13T21:34:35Z,C++,5,[],yes,yes,MAYBE,,,,,
R521,node-red-ros2-plugin,ramp-eu/node-red-ros2-plugin,https://github.com/ramp-eu/node-red-ros2-plugin,,185,FALSE,2021-03-15T11:48:02Z,2024-03-12T21:33:42Z,Dockerfile,11,[],yes,no,no,,,,,
R522,ROS-Manual,DGIST-ARTIV/ROS-Manual,https://github.com/DGIST-ARTIV/ROS-Manual,*ROS 입문자를 위한 실무 마스터 코스*,7724,FALSE,2020-07-20T07:34:19Z,2024-06-20T07:28:59Z,C++,5,"['manual', 'ros1', 'ros2']",yes,no,no,,,,,
R523,ros2_v4l2_camera,ZhenshengLee/ros2_v4l2_camera,https://github.com/ZhenshengLee/ros2_v4l2_camera,ros2_v4l2_camera with shm_msg based zero-copy and more!,284,FALSE,2022-05-23T07:04:20Z,2024-03-29T02:41:35Z,Jupyter Notebook,3,"['camera', 'ros2', 'v4l2', 'zero-copy']",yes,yes,MAYBE,,,,,
R524,ros2_custom_msg,malapatiravi/ros2_custom_msg,https://github.com/malapatiravi/ros2_custom_msg,ROS2 Foxy custom MSG,233,FALSE,2020-06-21T00:45:15Z,2024-05-04T12:58:12Z,Python,3,[],yes,no,no,,,,,
R525,ros2_examples,ROBOTIS-move/ros2_examples,https://github.com/ROBOTIS-move/ros2_examples,ROS 2 example packages,178,FALSE,2019-08-13T01:19:00Z,2023-05-19T16:35:18Z,C++,2,[],yes,yes,MAYBE,,,,,
R526,RoboCup2022RVRL_Demo,RoboCup-RSVRL/RoboCup2022RVRL_Demo,https://github.com/RoboCup-RSVRL/RoboCup2022RVRL_Demo,Rescue Virtual Robot Project with ROS2 Packages,10156,FALSE,2021-11-26T17:06:58Z,2024-06-21T14:34:02Z,Python,3,"['explorations', 'gazebo-ros', 'gazebo-simulator', 'multi-robot-systems', 'navigation', 'pioneer3at-robot', 'rescue-robot', 'robotics', 'ros2-foxy', 'ubuntu2004', 'virtual-robots']",yes,yes,yes,yes,yes,,,
R527,isaac_ros_apriltag,NVIDIA-ISAAC-ROS/isaac_ros_apriltag,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_apriltag,NVIDIA-accelerated Apriltag detection and pose estimation.,1247,FALSE,2021-10-18T22:10:35Z,2024-06-26T09:20:12Z,C++,17,"['apriltag', 'fiducial-marker', 'gpu', 'jetson', 'nvidia', 'ros', 'ros2', 'ros2-humble']",yes,yes,MAYBE,,,,,
R528,navigator,Nova-UTD/navigator,https://github.com/Nova-UTD/navigator,"Navigator, our self-driving vehicle software stack",759855,FALSE,2021-03-06T22:44:31Z,2024-06-01T16:04:38Z,C,10,"['autonomous-driving', 'autonomous-vehicles', 'robotics', 'ros', 'ros2', 'self-driving']",yes,no,no,,,,,
R529,Fast-DDS-monitor,eProsima/Fast-DDS-monitor,https://github.com/eProsima/Fast-DDS-monitor,eProsima Fast DDS Monitor is a graphical desktop application aimed at monitoring DDS environments deployed using the eProsima Fast DDS library. Looking for commercial support? Contact info@eprosima.com,16135,FALSE,2021-03-08T06:38:45Z,2024-06-29T03:34:48Z,C++,10,"['dds', 'fastdds', 'monitor', 'monitoring', 'ros2', 'ros2-galactic']",yes,no,no,,,,,
R530,gcamp-ros2-seminar,Road-Balance/gcamp-ros2-seminar,https://github.com/Road-Balance/gcamp-ros2-seminar,,7649,FALSE,2021-09-30T16:00:30Z,2023-06-15T06:05:47Z,C++,3,[],yes,no,no,,,,,
R531,py_trees_ros_viewer,splintered-reality/py_trees_ros_viewer,https://github.com/splintered-reality/py_trees_ros_viewer,A Qt-Js hybrid application for visualisation of executing or log-replayed behaviour trees in a ROS2 ecosystem.,36484,FALSE,2019-08-09T19:59:30Z,2024-06-03T01:23:15Z,Python,7,"['behaviour-trees', 'js', 'py-trees', 'qt', 'ros2']",yes,no,no,,,,,
R532,swd_ros2_controllers,ezWheelSAS/swd_ros2_controllers,https://github.com/ezWheelSAS/swd_ros2_controllers,ROS2 nodes to control motors powered by the ez-Wheel Safety Wheel Drive (SWD®) technology.,171,FALSE,2022-04-28T09:20:01Z,2024-01-26T18:01:21Z,C++,3,[],yes,yes,MAYBE,,,,,
R533,autonomous_mobile_robot,jdgalviss/autonomous_mobile_robot,https://github.com/jdgalviss/autonomous_mobile_robot,"Implementation of an autonomous mobile robot with semantic segmentation, object detection, motion planning and control systems",190034,FALSE,2020-07-05T18:15:21Z,2024-06-26T12:17:29Z,Jupyter Notebook,20,"['docker-container', 'dolly', 'dwa', 'planning', 'pytorch', 'ros', 'ros2', 'segmentation', 'semantic']",yes,no,no,,,,,
R534,px4_ros2_xrcedds,ViniciusAbrao/px4_ros2_xrcedds,https://github.com/ViniciusAbrao/px4_ros2_xrcedds,,70995,FALSE,2023-02-12T17:02:40Z,2024-07-05T05:55:24Z,Jinja,2,[],yes,yes,MAYBE,,,,,
R535,pcpl,davidcutting/pcpl,https://github.com/davidcutting/pcpl,A PointCloud Pipeline for ground based robots,173,FALSE,2021-05-03T22:41:32Z,2024-05-06T02:49:18Z,C++,3,"['pcl', 'ros2']",yes,yes,MAYBE,,,,,
R536,rmoss_contrib,robomaster-oss/rmoss_contrib,https://github.com/robomaster-oss/rmoss_contrib,RoboMaster OSS中的基础项目，为RoboMaster提供任务级功能模块包，如自动瞄准模块，能量机关模块等。,2410,FALSE,2020-07-21T06:38:38Z,2024-06-01T12:49:50Z,C++,2,"['robomaster', 'ros2']",yes,yes,MAYBE,,,,,
R537,motoros2,Yaskawa-Global/motoros2,https://github.com/Yaskawa-Global/motoros2,"ROS 2 (rcl, rclc & micro-ROS) node for MotoPlus-compatible Yaskawa Motoman robot controllers",945,FALSE,2023-05-25T09:18:11Z,2024-07-02T12:55:26Z,C,14,"['dx200', 'motoman', 'motoplus', 'motoros2', 'ros2', 'yaskawa', 'yrc1000', 'yrc1000u']",yes,yes,MAYBE,,,,,
R538,merlin2,MERLIN2-ARCH/merlin2,https://github.com/MERLIN2-ARCH/merlin2,MERLIN 2 (MachinEd Ros 2 pLanINg) for ROS 2,37553,FALSE,2023-01-03T13:59:09Z,2024-07-03T19:23:03Z,Python,4,"['cognitive-architecture', 'robotics', 'ros2']",yes,yes,MAYBE,,,,,
R539,LSS-ROS2-Robot-Dynamics,Lynxmotion/LSS-ROS2-Robot-Dynamics,https://github.com/Lynxmotion/LSS-ROS2-Robot-Dynamics,LSS-ROS2-Robot-Dynamics,970,FALSE,2021-10-28T16:44:59Z,2024-03-27T02:58:23Z,C++,2,[],yes,no,no,,,,,
R540,eddiebot-ros,arashsm79/eddiebot-ros,https://github.com/arashsm79/eddiebot-ros,ROS2 packages for Parallax Eddie robot along with simulations using Gazebo (formerly ignition gazebo),43645,FALSE,2023-02-23T18:24:45Z,2024-06-12T06:22:14Z,C++,6,"['bringup', 'differential-drive', 'eddie', 'gazebo', 'ignition-gazebo', 'nav2', 'navigation', 'odometry', 'parallex', 'ros2', 'rtabmap', 'rviz2', 'slam', 'slam-toolbox', 'turtlebot', 'urdf']",yes,yes,MAYBE,,,,,
R541,awesome-robotic-tooling,Ly0n/awesome-robotic-tooling,https://github.com/Ly0n/awesome-robotic-tooling,"Tooling for professional robotic development in C++ and Python with a touch of ROS, autonomous driving and aerospace.",1911,FALSE,2019-10-24T15:32:17Z,2024-07-05T14:56:06Z,,480,"['aerospace', 'artificial-intelligence', 'automotive', 'autonomous-driving', 'awesome', 'awesome-list', 'cplusplus', 'cpp', 'lidar', 'machine-learning', 'mapping', 'point-cloud', 'python', 'robot', 'robotic', 'robotics', 'ros', 'ros2', 'self-driving-car', 'slam']",yes,no,no,,,,,
R542,Fast-DDS-spy,eProsima/Fast-DDS-spy,https://github.com/eProsima/Fast-DDS-spy,eProsima Fast DDS Spy is a CLI interactive tool that allows to introspect a DDS network in human readable format. Looking for commercial support? Contact info@eprosima.com,2143,FALSE,2023-02-27T08:55:29Z,2024-06-27T02:37:09Z,C++,5,"['dds', 'fastdds', 'ros2']",yes,no,no,,,,,
R543,orb_slam3_ros2,astronaut71/orb_slam3_ros2,https://github.com/astronaut71/orb_slam3_ros2,,169584,FALSE,2023-07-21T10:21:24Z,2024-02-17T09:45:43Z,C++,3,[],yes,yes,MAYBE,,,,,
R544,roverrobotics_ros2_archive,RoverRobotics/roverrobotics_ros2_archive,https://github.com/RoverRobotics/roverrobotics_ros2_archive,ROS2 Driver for communicating with Rover Robotics products. Requires librover.,8285,FALSE,2021-02-25T16:53:45Z,2023-07-11T16:07:00Z,Python,2,[],yes,yes,MAYBE,,,,,
R545,ros2_roboticarm_demo,kimsniper/ros2_roboticarm_demo,https://github.com/kimsniper/ros2_roboticarm_demo,,5063,FALSE,2024-05-18T11:58:06Z,2024-05-27T15:11:58Z,Python,4,[],yes,no,no,,,,,
R546,ros2_def,uulm-mrm/ros2_def,https://github.com/uulm-mrm/ros2_def,Deterministic Execution Framework for ROS 2,938,FALSE,2023-08-03T09:09:49Z,2024-02-27T16:57:14Z,Python,2,"['ros', 'ros2']",yes,no,no,,,,,
R547,panda_ros2_gazebo,nicholaspalomo/panda_ros2_gazebo,https://github.com/nicholaspalomo/panda_ros2_gazebo,ROS2/Gazebo simulation for Franka Panda robot,66866,FALSE,2021-06-06T18:03:21Z,2024-05-05T16:39:14Z,Python,2,[],yes,yes,MAYBE,,,,,
R548,simple_pybullet_ros2,09ubberboy90/simple_pybullet_ros2,https://github.com/09ubberboy90/simple_pybullet_ros2,This repository contains 2 tasks for PyBullet using ROS2,658,FALSE,2021-12-01T14:57:14Z,2024-05-27T06:29:09Z,Python,2,"['pybullet', 'ros2', 'simulation']",yes,yes,yes,yes,yes,,,
R549,kaiaai,kaiaai/kaiaai,https://github.com/kaiaai/kaiaai,ROS2 package for Kaia.ai robots,8888,FALSE,2023-08-04T21:08:31Z,2024-05-10T01:43:51Z,C++,2,"['kaia-ai', 'micro-ros', 'open-source', 'remake-ai', 'robot-framework', 'robotics', 'robotics-programming', 'robots', 'ros-navigation', 'ros2', 'slam-toolbox', 'stem']",yes,yes,MAYBE,,,,,
R550,mujoco_ros2_control,sangteak601/mujoco_ros2_control,https://github.com/sangteak601/mujoco_ros2_control,,97462,FALSE,2023-11-15T21:26:13Z,2024-07-05T12:43:02Z,C++,2,[],yes,yes,MAYBE,,,,,
R551,moniarm,orocapangyo/moniarm,https://github.com/orocapangyo/moniarm,ROS2 Robot Arm with Hekulex motors,166650,FALSE,2024-01-05T03:10:19Z,2024-06-21T14:09:31Z,C++,3,[],yes,yes,MAYBE,,,,,
R552,ros2_tutorial,bigdayangyu/ros2_tutorial,https://github.com/bigdayangyu/ros2_tutorial,ROS2 dashing tutorial and reference,13865,FALSE,2019-06-12T16:43:32Z,2024-07-02T07:10:27Z,TeX,3,[],yes,no,no,,,,,
R553,mecheye_ros2_interface,MechMindRobotics/mecheye_ros2_interface,https://github.com/MechMindRobotics/mecheye_ros2_interface,,817,FALSE,2022-05-20T10:24:38Z,2024-01-29T07:57:33Z,C++,5,[],yes,yes,MAYBE,,,,,
R554,Aruco_Tracker_ROS2_Drones,REGATTE/Aruco_Tracker_ROS2_Drones,https://github.com/REGATTE/Aruco_Tracker_ROS2_Drones,Precision Landing for Pixhawk drones using ROS2 and Computer Vision,13508,FALSE,2022-08-28T16:56:47Z,2024-06-24T13:50:51Z,Python,2,"['aruco-markers', 'autonomous-robots', 'computer-vision', 'drones', 'precision-landing', 'px4', 'ros2-foxy']",yes,no,no,,,,,
R555,perception_cupoch,ZhenshengLee/perception_cupoch,https://github.com/ZhenshengLee/perception_cupoch,"ros interface for cupoch, inspired by perception_open3d",1335,FALSE,2021-04-09T07:23:17Z,2024-05-28T10:02:11Z,C++,4,"['cupoch-pointclouds', 'perception-cupoch', 'ros', 'ros2']",yes,yes,MAYBE,,,,,
R556,ROS2-On-iOS,light-tech/ROS2-On-iOS,https://github.com/light-tech/ROS2-On-iOS,Build ROS2 stack for iOS and macOS,241,FALSE,2022-08-09T12:33:31Z,2024-06-22T00:21:43Z,Shell,2,"['ios', 'macos', 'ros2']",yes,no,no,,,,,
R557,IG_LIO_SLAM,INIF-FISH/IG_LIO_SLAM,https://github.com/INIF-FISH/IG_LIO_SLAM,适用于ROS2的基于iG-LIO的SLAM导航框架，配有占据图和TEB,49924,FALSE,2024-02-05T06:31:07Z,2024-07-01T14:54:02Z,C++,7,[],yes,no,no,,,,,
R558,outdoor_ros2,adeeb10abbas/outdoor_ros2,https://github.com/adeeb10abbas/outdoor_ros2,"A ROS2 based repository for outdoor SLAM and navigation at DWSL and Zhou Robotics, Drexel",7929,FALSE,2022-11-26T12:15:57Z,2023-06-01T01:00:10Z,Python,3,[],yes,no,no,,,,,
R559,zenoh,eclipse-zenoh/zenoh,https://github.com/eclipse-zenoh/zenoh,"zenoh unifies data in motion, data in-use, data at rest and computations. It carefully blends traditional pub/sub with geo-distributed storages, queries and computations, while retaining a level of time and space efficiency that is well beyond any of the mainstream stacks.",18306,FALSE,2020-01-21T15:38:53Z,2024-07-04T07:28:45Z,Rust,142,"['distributed-computing', 'distributed-storage', 'distributed-systems', 'edge-computing', 'embedded', 'geo-distributed-storages', 'iot', 'messaging', 'network-programming', 'networking', 'protocol', 'robotics', 'ros2', 'rust', 'rust-lang', 'storage', 'zenoh']",yes,no,no,,,,,
R560,respeaker,machinekoder/respeaker,https://github.com/machinekoder/respeaker,ROS2 node for the Respeaker microhone array,816,FALSE,2019-09-18T19:34:17Z,2019-11-21T16:56:08Z,Python,6,[],yes,yes,MAYBE,,,,,
R561,AutoCarROS2,winstxnhdw/AutoCarROS2,https://github.com/winstxnhdw/AutoCarROS2,"A virtual simulation platform for autonomous vehicle sensing, mapping, control and behaviour methods using ROS 2 and Gazebo.",85583,FALSE,2021-03-14T15:41:42Z,2024-07-02T12:46:07Z,Python,36,"['ackermann-vehicle', 'bayesian', 'gazebo', 'occupancy-grid-map', 'path-planning', 'path-tracking', 'raytracing', 'rclcpp', 'rclpy', 'ros2', 'stanley-controller']",yes,yes,MAYBE,,,,,
R562,mycobot,tylerjw/mycobot,https://github.com/tylerjw/mycobot,myCobot on ROS 2,4444,FALSE,2022-02-09T01:21:03Z,2024-02-29T13:21:17Z,C++,10,"['cpp', 'moveit2', 'robotics', 'ros2', 'ros2-galactic']",yes,yes,MAYBE,,,,,
R563,benchmarks,robotperf/benchmarks,https://github.com/robotperf/benchmarks,Benchmarking suite to evaluate 🤖 robotics computing performance. Vendor-neutral. ⚪Grey-box and ⚫Black-box approaches.,21708,FALSE,2022-12-11T18:29:30Z,2024-07-03T10:24:04Z,Python,16,"['acceleration', 'benchmarking', 'cpu', 'fpga', 'gpu', 'performance', 'robotics', 'ros2', 'tpu']",yes,no,no,,,,,
R564,ouster-ros,ouster-lidar/ouster-ros,https://github.com/ouster-lidar/ouster-ros,"Official ROS drivers for Ouster sensors (OS0, OS1, OS2, OSDome)",589,FALSE,2022-09-20T13:09:02Z,2024-07-03T15:56:05Z,C++,130,"['lidar', 'ouster', 'pcl', 'point-cloud', 'pointcloud', 'ros', 'ros-drivers', 'ros-melodic', 'ros-noetic', 'ros2', 'ros2-foxy', 'ros2-humble', 'ros2-iron', 'ros2-rolling']",yes,yes,MAYBE,,,,,
R565,ros2_sgm_gpu,fujimo-t/ros2_sgm_gpu,https://github.com/fujimo-t/ros2_sgm_gpu,Stereo matching using NVIDIA GPU for ROS2,1227,FALSE,2020-02-17T12:43:14Z,2024-04-11T13:28:30Z,C++,2,"['cuda', 'ros2', 'stereo-matching']",yes,yes,MAYBE,,,,,
R566,StrideSim,AuTURBO/StrideSim,https://github.com/AuTURBO/StrideSim,"StrideSim is a Nvidia Isaac Sim-based robot simulator, offering a realistic environment and compatibility with ROS2",371,FALSE,2023-12-26T12:19:09Z,2024-07-02T06:07:21Z,Python,6,"['isaacsim', 'quadruped-robot', 'ros2-humble', 'simulation']",yes,yes,yes,yes,yes,,,
R567,drl_grasping,AndrejOrsula/drl_grasping,https://github.com/AndrejOrsula/drl_grasping,Deep Reinforcement Learning for Robotic Grasping from Octrees,1116,FALSE,2020-10-05T19:56:44Z,2024-07-05T03:47:05Z,Python,48,"['deep-reinforcement-learning', 'domain-randomization', 'gazebo', 'grasping', 'gym-ignition', 'octree', 'openai-gym', 'reinforcement-learning', 'robotics', 'ros', 'ros2', 'sim2real', 'stable-baselines3']",yes,yes,MAYBE,,,,,
R568,schunk_svh_ros_driver,fzi-forschungszentrum-informatik/schunk_svh_ros_driver,https://github.com/fzi-forschungszentrum-informatik/schunk_svh_ros_driver,DEPRECATED: A ROS1/ROS2 compatible driver for the Schunk SVH 5-Finger hand,1556,FALSE,2022-03-31T11:44:29Z,2024-02-22T10:30:41Z,C++,5,[],yes,yes,MAYBE,,,,,
R569,rclswi,SWI-Prolog/rclswi,https://github.com/SWI-Prolog/rclswi,ROS2 bridge for SWI-Prolog,677,FALSE,2021-02-24T09:46:56Z,2022-06-18T18:43:52Z,Prolog,3,[],yes,no,no,,,,,
R570,ros2_jetson,ZhenshengLee/ros2_jetson,https://github.com/ZhenshengLee/ros2_jetson,"ROS2 foxy and galactic deployment in jetson ubuntu18.04, with/without docker, China way.",163,FALSE,2021-07-14T07:11:22Z,2023-11-04T05:36:25Z,Shell,2,"['jetson-xavier', 'ros2-foxy', 'ros2-galactic', 'ubuntu1804']",yes,no,no,,,,,
R571,ur3_unity_ros2_ibvs,zhutianqi2006/ur3_unity_ros2_ibvs,https://github.com/zhutianqi2006/ur3_unity_ros2_ibvs,,284419,FALSE,2023-09-28T06:16:19Z,2024-07-02T12:47:43Z,C#,2,[],yes,no,no,,,,,
R572,greengrass-v2-docker-ros-demo,aws-samples/greengrass-v2-docker-ros-demo,https://github.com/aws-samples/greengrass-v2-docker-ros-demo,"This sample application demonstrates how to deploy and run ROS applications with IoT Greengrass 2.0 and Docker. The sample application uses local ROS messaging to publish messages between ROS nodes running in different containers, then relays the message over AWS IoT Greengrass 2.0 with MQTT to the cloud.",216,FALSE,2021-05-31T14:17:44Z,2024-04-17T11:55:03Z,Python,10,"['docker', 'docker-compose', 'greengrassv2', 'ros', 'ros2', 'ros2-foxy']",yes,no,no,,,,,
R573,isaac_ros_compression,NVIDIA-ISAAC-ROS/isaac_ros_compression,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_compression,NVIDIA-accelerated data compression,258,FALSE,2022-10-17T18:13:52Z,2024-06-25T05:08:59Z,C,6,"['compression', 'gpu', 'jetson', 'nvidia', 'ros2', 'ros2-humble']",yes,yes,MAYBE,,,,,
R574,fog_sw,tiiuae/fog_sw,https://github.com/tiiuae/fog_sw,Public ROS2 components for TII/SSRC drone project,18962,FALSE,2020-11-19T08:44:43Z,2023-04-16T22:24:55Z,Shell,4,[],yes,no,no,,,,,
R575,ipad-lidar2ros,christophebedard/ipad-lidar2ros,https://github.com/christophebedard/ipad-lidar2ros,Publish iPad Pro LiDAR data & more in ROS 2 - source code & assets only,985,FALSE,2021-01-29T21:06:59Z,2024-06-27T16:17:55Z,Swift,6,"['app', 'depth', 'ipad', 'lidar', 'pointcloud', 'ros2']",yes,no,no,,,,,
R576,megarover_samples_ros2,atinfinity/megarover_samples_ros2,https://github.com/atinfinity/megarover_samples_ros2,,6677,FALSE,2021-02-21T15:20:06Z,2024-06-03T11:37:32Z,Python,2,[],yes,yes,MAYBE,,,,,
R577,autoware.core,autowarefoundation/autoware.core,https://github.com/autowarefoundation/autoware.core,,702,FALSE,2021-11-19T03:03:08Z,2024-06-17T08:48:07Z,,26,"['3d-map', 'autonomous-driving', 'autonomous-vehicles', 'autoware', 'calibration', 'planner', 'ros', 'ros2', 'self-driving-car']",yes,no,no,,,,,
R578,kobuki_ros_interfaces,kobuki-base/kobuki_ros_interfaces,https://github.com/kobuki-base/kobuki_ros_interfaces,ROS 2 interfaces for kobuki,157,FALSE,2020-01-14T03:07:53Z,2024-07-03T13:34:44Z,CMake,5,"['kobuki', 'robotics', 'ros2']",yes,no,no,,,,,
R579,ros_vim_autocomplete,Briancbn/ros_vim_autocomplete,https://github.com/Briancbn/ros_vim_autocomplete,VIM with YCM Clang Completer setup for ROS1 and ROS2,491,FALSE,2021-09-18T09:35:39Z,2024-03-26T09:57:42Z,Python,2,[],yes,no,no,,,,,
R580,slam_ekf_ros2,liuji1031/slam_ekf_ros2,https://github.com/liuji1031/slam_ekf_ros2,"Implementation of EKF SLAM method in Python, working with ROS2 and Gazebo",284,FALSE,2024-02-16T01:52:53Z,2024-05-18T13:34:36Z,Python,2,"['ekf-slam', 'gazebo', 'ros2-galactic', 'slam']",yes,yes,MAYBE,,,,,
R581,ROS2-SlamBot-using-RaspberryPI,noshluk2/ROS2-SlamBot-using-RaspberryPI,https://github.com/noshluk2/ROS2-SlamBot-using-RaspberryPI,Package for the Course : Ros and OpenCV with Raspberry Pi,204,FALSE,2019-06-15T17:50:39Z,2024-05-17T18:27:07Z,C++,3,[],yes,no,no,,,,,
R582,linefit_ground_segmentation_ros2,baiyeweiguang/linefit_ground_segmentation_ros2,https://github.com/baiyeweiguang/linefit_ground_segmentation_ros2,ROS2 version of linefit_ground_segmentation,945,FALSE,2023-10-12T07:39:40Z,2024-06-18T04:45:15Z,C++,2,[],yes,yes,MAYBE,,,,,
R583,community,ros-acceleration/community,https://github.com/ros-acceleration/community,ROS 2 Hardware Acceleration Working Group community governance model & list of projects,34498,FALSE,2021-06-04T20:31:10Z,2024-06-03T09:54:33Z,,9,"['cpu', 'fpga', 'gpu', 'hardware', 'hardware-acceleration', 'robotics', 'ros2']",yes,no,no,,,,,
R584,isaac_mission_dispatch,nvidia-isaac/isaac_mission_dispatch,https://github.com/nvidia-isaac/isaac_mission_dispatch,VDA5050-compatible cloud service for fleet mission dispatch,5855,FALSE,2022-10-17T23:17:26Z,2024-06-11T12:46:25Z,Python,13,"['docker', 'fleet-management', 'nvidia', 'robot', 'robotics', 'ros2', 'ubuntu', 'vda5050']",yes,no,no,,,,,
R585,SOP-Robot,ouspg/SOP-Robot,https://github.com/ouspg/SOP-Robot,Robot project for the Embedded Software Project [521275A] and Software Project [521479S],165815,FALSE,2020-01-14T13:27:32Z,2024-05-22T12:19:48Z,HTML,26,"['dynamixel-servos', 'embedded', 'learning', 'moveit2', 'robot', 'ros', 'ros2']",yes,yes,MAYBE,,,,,
